2025-04-26 09:01:11,484 [INFO] ================================================== (Line: 76)
2025-04-26 09:01:11,485 [INFO] 日志系统初始化成功 (Line: 77)
2025-04-26 09:01:11,485 [INFO] 日志文件位置: C:\Users\hsoluo\Documents\WeChat Files\luo958142073\FileStorage\File\2025-04\Excel\Excel\sourceCode\LOG\excel_tool.log (Line: 78)
2025-04-26 09:01:11,485 [INFO] ================================================== (Line: 79)
2025-04-26 10:16:44,636 [INFO] ================================================== (Line: 76)
2025-04-26 10:16:44,636 [INFO] 日志系统初始化成功 (Line: 77)
2025-04-26 10:16:44,637 [INFO] 日志文件位置: C:\Users\hsoluo\Desktop\Excel\Excel\sourceCode\LOG\excel_tool.log (Line: 78)
2025-04-26 10:16:44,637 [INFO] ================================================== (Line: 79)
2025-04-26 10:29:26,340 [INFO] ================================================== (Line: 76)
2025-04-26 10:29:26,340 [INFO] 日志系统初始化成功 (Line: 77)
2025-04-26 10:29:26,340 [INFO] 日志文件位置: C:\Users\hsoluo\Desktop\Excel\Excel\sourceCode\LOG\excel_tool.log (Line: 78)
2025-04-26 10:29:26,340 [INFO] ================================================== (Line: 79)
2025-04-26 10:32:44,971 [INFO] ================================================== (Line: 76)
2025-04-26 10:32:44,971 [INFO] 日志系统初始化成功 (Line: 77)
2025-04-26 10:32:44,971 [INFO] 日志文件位置: C:\Users\hsoluo\Desktop\Excel\Excel\sourceCode\LOG\excel_tool.log (Line: 78)
2025-04-26 10:32:44,972 [INFO] ================================================== (Line: 79)
2025-04-26 10:36:33,164 [INFO] ================================================== (Line: 76)
2025-04-26 10:36:33,165 [INFO] 日志系统初始化成功 (Line: 77)
2025-04-26 10:36:33,165 [INFO] 日志文件位置: C:\Users\hsoluo\Desktop\Excel\Excel\sourceCode\LOG\excel_tool.log (Line: 78)
2025-04-26 10:36:33,165 [INFO] ================================================== (Line: 79)
2025-04-26 10:40:06,322 [INFO] ================================================== (Line: 77)
2025-04-26 10:40:06,323 [INFO] 日志系统初始化成功 (Line: 78)
2025-04-26 10:40:06,323 [INFO] 日志文件位置: C:\Users\hsoluo\Desktop\Excel\Excel\sourceCode\LOG\excel_tool.log (Line: 79)
2025-04-26 10:40:06,323 [INFO] ================================================== (Line: 80)
2025-04-26 10:40:26,867 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-02-21', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 233.6, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202002, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,869 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-03-23', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 467.2, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202003, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,870 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-04-21', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 700.8, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202004, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,871 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-05-21', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 934.4, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202005, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,872 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-06-22', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 1168, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202006, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,874 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-07-21', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 1405.03, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202007, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,874 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-08-21', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 1638.63, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202008, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,875 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-09-21', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 1872.23, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202009, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,876 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-10-21', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 2105.83, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202010, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,877 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-11-23', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 2339.43, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202011, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
2025-04-26 10:40:26,878 [ERROR] 处理缴存记录行时出错: could not convert string to float: '建行新岸线支行', 行数据: {0: '2020-12-21', 1: '汇缴', 2: 2336, 3: 0.05, 4: '+233.60', 5: 2573.03, 6: 1080962777, 7: '深圳市宝安区海同社会工作服务中心', 8: nan, 9: 202012, 10: '建行新岸线支行', 11: '正常', 12: 8887} (Line: 139)
